OS,Casuistica,Fecha,Observacion
130910671,ejecutado,,
130903523,brigada pesada,,
130938298,ejecutado,,
130848951,brigada pesada,,
130905894,ejecutado,,
130899214,especial,,
130526345,ejecutado,,
130911837,ejecutado,,
130942552,ejecutado,,
130952892,canasta,,
130930697,ejecutado,,
130910715,ejecutado,,
130414465,ejecutado,,
130947999,brigada pesada,,
130851821,ejecutado,,
130937130,ejecutado,,
130888917,ejecutado,,
130898002,ejecutado,,
130898008,ejecutado,,
130938114,ejecutado,,
130931230,ejecutado,,
130937922,brigada pesada,,
130863412,ejecutado,,
130883968,ejecutado,,
130871184,ejecutado,,
130952923,ejecutado,,
130889002,ejecutado,,
130949497,ejecutado,,
130937339,ejecutado,,
130861249,brigada pesada,,
130955185,ejecutado,,
130304320,especial,,
129754041,canasta,,
130870479,ejecutado,4/6/2025,
129086578,canasta,,
130870102,canasta,,
129431958,canasta,,
131044033,canasta,,
130903805,brigada pesada,,
130939671,ejecutado,,
131022282,canasta,,
131126364,no pertenece,,
130958356,ejecutado,,
131035406,ejecutado,,
130793420,ejecutado,,
130591327,ejecutado,,
130944596,ejecutado,,
130944595,ejecutado,,
131035215,ejecutado,,
131040157,brigada pesada,,
130910586,ejecutado,,
130903174,ejecutado,,
130618836,ejecutado,,
131126030,ejecutado,,
130715586,canasta,,
130715870,canasta,,
130716235,canasta,5/6/2025,
131039828,ejecutado,,
130663353,canasta,,
131129680,especial,,
131132329,ejecutado,,
131028404,brigada pesada,,
130594397,brigada pesada,,
129090079,brigada pesada,,
131129708,brigada pesada,,
131034352,especial,,
131147936,ejecutado,,
131099072,especial,,
131118801,especial,,
131225789,ejecutado,,
131035506,ejecutado,,
131138045,canasta,,
129969454,canasta,,
129969668,canasta,,
130675373,canasta,,
130675603,canasta,,
131139305,ejecutado,,
131061460,ejecutado,,
131120990,ejecutado,,
130679975,canasta,,
131235003,no pertenece,,
131234435,ejecutado,,
131165294,canasta,6/6/2025,
131098883,ejecutado,,
131228492,brigada pesada,,
130661665,brigada pesada,,
130872346,ejecutado,,
131234242,ejecutado,,
131235606,canasta,,
131225117,ejecutado,,
131250483,canasta,,
131233815,ejecutado,,
131223995,ejecutado,,
131258530,ejecutado,,
130818333,brigada pesada,,
131146988,ejecutado,,
131132376,ejecutado,,
130598576,canasta,,
131198129,ejecutado,,
130902638,ejecutado,,
131267306,canasta,,
131229052,ejecutado,,
130907732,ejecutado,,
131225520,ejecutado,,
131230327,ejecutado,,
131281304,ejecutado,,
131279900,ejecutado,,
131258268,ejecutado,,
131278208,ejecutado,7/6/2025,
131262153,canasta,,
131270801,brigada pesada,,
131280730,ejecutado,,
131273396,ejecutado,,
131263920,ejecutado,,
131149192,ejecutado,,
131279864,brigada pesada,,
131257895,brigada pesada,,
131255960,canasta,,
130096788,especial,,
129976270,especial,,
130883433,no permite normalizar,,
130868830,no permite normalizar,,
130955047,no permite normalizar,,
130859589,no permite normalizar,,
131271619,ejecutado,,
131279984,brigada pesada,,
131280429,canasta,,
130666637,canasta,,
131276304,ejecutado,,
131040640,brigada pesada,,
131269266,brigada pesada,,
131281340,ejecutado,,
131121595,especial,,
131286717,ejecutado,,
131279814,ejecutado,,
131273953,ejecutado,,
131282410,ejecutado,,
130617941,brigada pesada,,
131283914,ejecutado,,
131281177,ejecutado,,
131281671,ejecutado,,
131246768,ejecutado,,
130844596,ejecutado,,
131290909,canasta,,
131289627,canasta,,
131365203,ejecutado,,
131128797,especial,8/6/2025,
131285907,brigada pesada,,
131365074,ejecutado,9/6/2025,
131363442,ejecutado,,
130401039,canasta,,
131294502,brigada pesada,,
131287356,ejecutado,,
131290409,brigada pesada,,
131289413,especial,,
131283877,ejecutado,,
131283407,ejecutado,,
131284121,canasta,,
131284791,ejecutado,,
131365731,ejecutado,,
131282512,ejecutado,,
131282509,canasta,,
131286882,ejecutado,,
131365496,ejecutado,,
131231481,canasta,,
131287661,brigada pesada,,
131291670,especial,,
131293213,brigada pesada,,
131281023,brigada pesada,,
131284244,brigada pesada,,
131364084,ejecutado,,
131284808,brigada pesada,,
131291089,brigada pesada,,
131366145,canasta,,
131364777,ejecutado,,
131293705,ejecutado,,
131248138,ejecutado,,
131365861,especial,,
131363059,ejecutado,,
131294829,brigada pesada,,
131337169,ejecutado,,
131364406,ejecutado,,
131222166,ejecutado,,
131222069,ejecutado,,
131270581,ejecutado,,
131283581,canasta,,
131262608,canasta,,
131294827,ejecutado,,
128734768,brigada pesada,,
131365443,ejecutado,,
131431756,brigada pesada,,
131445679,canasta,,
131448103,ejecutado,,
131433000,ejecutado,10/6/2025,
131434468,ejecutado,,
131436966,brigada pesada,,
131443144,ejecutado,,
131445842,ejecutado,,
131443910,no pertenece,,
131366990,ejecutado,,
131439877,ejecutado,,
131449781,ejecutado,,
131445548,ejecutado,,
129204549,brigada pesada,,
131443802,ejecutado,,
131434590,ejecutado,,
131443590,ejecutado,,
131444273,ejecutado,,
131445960,ejecutado,,
131431580,brigada pesada,,
131447727,ejecutado,,
129277983,brigada pesada,,
131443865,ejecutado,,
129277987,brigada pesada,,
131444456,brigada pesada,,
129277907,brigada pesada,,
131444281,ejecutado,,
131445704,ejecutado,,
131366899,ejecutado,,
131451088,ejecutado,,
131442869,canasta,,
131445757,ejecutado,,
131433512,brigada pesada,,
131444435,brigada pesada,,
128922259,brigada pesada,,
128604186,canasta,,
131432719,especial,,
131365665,ejecutado,,
131444524,ejecutado,,
130211122,no permite revisión,,
130211137,desocupado,,
131432207,ejecutado,,
131036029,ejecutado,,
131363881,ejecutado,,
131365681,ejecutado,,
128497485,canasta,,
128496231,canasta,,
131454117,canasta,,
131283509,brigada pesada,,
131534994,ejecutado,,
131534452,canasta,,
131534956,especial,11/6/2025,
131531907,ejecutado,,
131531297,ejecutado,,
131455170,ejecutado,,
131534336,ejecutado,,
131523466,brigada pesada,,
131368060,ejecutado,,
131368015,ejecutado,,
131525803,ejecutado,,
131533132,brigada pesada,,
131525506,canasta,,
131364514,canasta,,
131525955,brigada pesada,,
131530696,canasta,,
131531245,brigada pesada,,
131534893,ejecutado,,
131525807,brigada pesada,,
131518566,canasta,,
131532086,brigada pesada,,
131270802,ejecutado,,
131447517,ejecutado,,
131431742,ejecutado,,
131524281,ejecutado,,
131534184,ejecutado,,
131431991,ejecutado,,
130411598,ejecutado,,
131521951,brigada pesada,,
131525954,canasta,,
131518171,brigada pesada,,
131366902,ejecutado,,
131520772,ejecutado,,
131537769,canasta,,
131535945,ejecutado,,
131611909,canasta,,
130608519,brigada pesada,,
131610677,ejecutado,,
13165694,brigada pesada,,
131609110,ejecutado,,
130097484,ejecutado,,
131034124,canasta,,
131608415,brigada pesada,,
131273477,canasta,,
131222445,canasta y especial,,
129173405,canasta,,
131261356,canasta y especial,,
130803255,canasta,,
131536913,canasta,,
129435673,canasta,,
130673602,especial,,
131611498,brigada pesada,,
131431496,canasta,,
131603963,brigada pesada,,
131537683,ejecutado,,
131293469,brigada pesada,,
131604613,ejecutado,,
131659900,programar,,
131253143,especial,,
131615694,brigada pesada,,
130614866,canasta,,
131258540,canasta,,
131660155,ejecutado,13/5/2025,
131532937,canasta,,
131729775,brigada pesada,,
131736850,ejecutado,,
131655149,brigada pesada,,
131736731,canasta,,
131736272,canasta,,
131658765,canasta,,
131736478,canasta,,
131610890,brigada pesada,,
131622614,ejecutado,,
131728008,ejecutado,,
131519995,brigada pesada,,
131627686,ejecutado,,
131655936,ejecutado,,
131741269,brigada pesada,,
131858917,ejecutado,,
131851324,ejecutado,,
131863065,canasta,,
131725197,especial,14/7/2025,
131851270,ejecutado,,
131731858,ejecutado,,
131861893,brigada pesada,,
131455148,ejecutado,,
131732957,ejecutado,,
131852320,ejecutado,,
131865892,ejecutado,,
131612083,ejecutado,,
131847726,ejecutado,,
131730169,brigada pesada,,
131851082,brigada pesada,,
131847730,brigada pesada,,
131618215,ejecutado,,
131860862,ejecutado,,
131861562,brigada pesada,,
131843472,ejecutado,,
131863625,ejecutado,,
131120897,brigada pesada,,
131868139,ejecutado,,
131122653,desocupado,,
129432002,desocupado,,
129592555,desocupado,,
130740436,no permite revisión,,
129976278,no permite revisión,,
129976259,no permite revisión,,
129976271,no permite revisión,,
130401267,no permite revisión,,
129976199,no permite revisión,,
130729966,no permite revisión,,
131741246,Brandon para el lunes,,
131865887,ejecutado,,
122122752,canasta,,
131850670,ejecutado,,
125980789,canasta,,
131264843,brigada pesada,,
131725192,brigada pesada,,
131851124,ejecutado,,
131847912,ejecutado,,
131744201,ejecutado,,
131862865,brigada pesada,,
131859957,ejecutado,,
131861291,ejecutado,,
131810905,ejecutado,,
131521134,brigada pesada,,
131532942,ejecutado,,
131525539,ejecutado,,
131737533,ejecutado,,
131839146,brigada pesada,,
131745402,ejecutado,,
131607697,ejecutado,,
131607724,brigada pesada,,
131878190,brigada pesada,,
131967818,brigada pesada,,
131861489,canasta,16/6/2025,
131735874,brigada pesada,,
122122659,cliente no permite intervencion,,
122122655,cliente no permite intervencion,,
122122658,cliente no permite intervencion,,
122122654,cliente no permite intervencion,,
122122652,cliente no permite intervencion,,
122122651,cliente no permite intervencion,,
131277997,cliente no permite intervencion,,
131840895,canasta,,
129100591,especial,,
131969499,ejecutado,,
131961924,canasta,,
131888335,ejecutado,,
131264437,canasta,,
131834386,no pertenece,,
131868513,brigada pesada,,
131731243,especial,,
131970577,ejecutado,,
131963296,ejecutado,,
131966349,ejecutado,,
131887738,brigada pesada,,
131858182,ejecutado,,
131963766,ejecutado,,
131969972,canasta,,
131889104,brigada pesada,,
131877295,ejecutado,,
131836762,especial,,
131608185,ejecutado,,
131534370,ejecutado,,
131890656,ejecutado,,
131971053,ejecutado,,
131886905,brigada pesada,,
131843965,ejecutado,,
131969041,ejecutado,,
130102467,especial,,
131866872,brigada pesada,,
131970097,brigada pesada,,
129697340,ejecutado,,
129697162,ejecutado,,
130619255,fue normalizado en Proyecto,,
131884331,ejecutado,,
131288660,especial,,
131851953,ejecutado,,
131863351,ejecutado,,
131967823,ejecutado,,
131745764,ejecutado,,
131440020,ejecutado,,
131886853,ejecutado,,
131853831,ejecutado,,
131858919,ejecutado,,
132054934,ejecutado,,
132062519,brigada pesada,,
131876079,brigada pesada,,
132060948,ejecutado,17/6/2025,
132048276,canasta,,
132049509,ejecutado,,
131974120,canasta,,
131876105,ejecutado,,
132058114,canasta,,
132053834,ejecutado,,
131634695,ejecutado,,
131439542,ejecutado,,
132056624,ejecutado,,
132062479,ejecutado,,
132052517,ejecutado,,
132099958,ejecutado,,
131887482,ejecutado,,
132065419,ejecutado,,
131971366,ejecutado,,
132048263,ejecutado,,
132063238,ejecutado,,
131968965,ejecutado,,
132066164,ejecutado,,
131869800,brigada pesada,,
131846169,ejecutado,,
131973831,ejecutado,,
131889785,brigada pesada,,
131971422,canasta,,
132047890,ejecutado,,
131625680,brigada pesada,,
131972255,ejecutado,,
131866330,ejecutado,,
131534585,ejecutado,,
131860471,brigada pesada,,
131873396,ejecutado,,
132060932,brigada pesada,,
131971683,ejecutado,,
132062185,ejecutado,,
131968350,ejecutado,,
131971609,ejecutado,,
132185792,brigada pesada,,
132197689,canasta,,
130847747,brigada pesada,18/6/2025,
132189986,canasta,,
132192154,ejecutado,,
132187639,canasta,,
133100426,ejecutado,,
132191826,ejecutado,,
132100426,ejecutado,,
132187210,canasta,,
130658357,brigada pesada,,
132197008,ejecutado,,
131248661,canasta,,
131249350,canasta,,
132193055,ejecutado,,
132189894,canasta,,
132192437,ejecutado,,
132178021,brigada pesada,,
131836667,ejecutado,,
132099989,ejecutado,,
132182476,brigada pesada,,
132183727,ejecutado,,
132047614,ejecutado,,
132104983,brigada pesada,,
122122633,no permite revisión,,
130665429,canasta,,
132054158,ejecutado,,
132027010,ejecutado,,
131963496,ejecutado,,
132304880,brigada pesada,,
130720441,brigada pesada,,
132103621,brigada pesada,,
132100638,ejecutado,,
132201404,ejecutado,,
131264176,brigada pesada,,
128648095,canasta,,
132222022,ejecutado,,
132043500,ejecutado,,
124633728,canasta,,
132180364,ejecutado,,
132191062,ejecutado,,
123084554,canasta,,
132177041,brigada pesada,,
132221035,brigada pesada,,
132222654,ejecutado,,
132177715,brigada pesada,19/6/2025,
132327378,brigada pesada,,
132063194,brigada pesada,,
132063477,brigada pesada,,
132063350,brigada pesada,,
132316684,ejecutado,,
132319635,ejecutado,,
122122697,canasta,,
130904498,especial,,
131845020,especial,,
131604806,especial,,
132320938,brigada pesada,,
132313840,canasta,,
132317020,canasta,,
132224507,brigada pesada,,
132100499,ejecutado,,
132064517,ejecutado,,
132049537,ejecutado,,
129176169,canasta,,
132324926,canasta,,
132325585,canasta,,
132309640,canasta,,
132314401,ejecutado,,
132322450,brigada pesada,,
132316681,ejecutado,,
132196345,brigada pesada,,
132325785,brigada pesada,,
131122107,especial,,
131123506,especial,,
132350028,brigada pesada,,
132309041,brigada pesada,,
132435731,ejecutado,,
132437321,ejecutado,20/6/2025,
132446799,ejecutado,,
132432688,ejecutado,,
132319690,ejecutado,,
132437134,ejecutado,,
132307131,ejecutado,,
132313769,ejecutado,,
132421469,brigada pesada,,
132316923,ejecutado,,
132351944,canasta,,
132102506,especial,,
132420567,canasta,,
132320979,ejecutado,,
132178028,especial,,
132437747,ejecutado,,
132350013,brigada pesada,,
132325438,brigada pesada,,
132420252,brigada pesada,,
132318339,ejecutado,,
131608211,canasta,,
132421338,canasta,,
132433363,ejecutado,,
132101055,ejecutado,,
132323441,ejecutado,,
131865891,ejecutado,,
132176580,sin cargas,,
132543140,canasta,,
132425688,brigada pesada,,
132536118,brigada pesada,,
132550988,canasta,,
132448036,ejecutado,,
132550201,ejecutado,,
132551376,ejecutado,,
132536659,ejecutado,,
132442821,brigada pesada,,
133537352,brigada pesada,,
132446519,canasta,,
131866304,ejecutado,,
131523937,ejecutado,,
132540531,ejecutado,,
132470786,brigada pesada,,
132473162,ejecutado,,
132532341,ejecutado,,
132469027,brigada pesada,,
132528376,brigada pesada,,
132540240,brigada pesada,,
132548188,ejecutado,,
132446463,ejecutado,,
132421839,ejecutado,,
132536983,especial,,
132447980,ejecutado,,
132316383,ejecutado,,
132435269,ejecutado,,
132534346,ejecutado,,
132536211,ejecutado,,
132448039,ejecutado,,
132528092,canasta,,
132535506,ejecutado,,
132052112,ejecutado,,
132541107,canasta,,
131974365,brigada pesada,,
132558006,brigada pesada,,
132053286,ejecutado,,
132472794,brigada pesada,,
132549934,ejecutado,,
132549527,ejecutado,,
132531137,brigada pesada,,
131144518,no permite revisión,,
131144508,suspendido,,
132549629,ejecutado,,
132539183,ejecutado,,
132433516,ejecutado,,
132349553,ejecutado,,
132314703,ejecutado,,
132548787,brigada pesada,,
132329252,canasta,,
132531396,ejecutado,,
132524932,ejecutado,,
132531399,ejecutado,,
132581279,canasta,,
132587989,ejecutado,,
132533746,brigada pesada,,
132684140,ejecutado,,
132621295,especial,24/6/2025,
132685283,ejecutado,,
132594188,ejecutado,,
132590914,ejecutado,,
132617454,especial,,
132617219,brigada pesada,,
132591671,ejecutado,,
132550768,ejecutado,,
132351753,ejecutado,,
132329817,ejecutado,,
132352010,ejecutado,,
132686468,ejecutado,,
132681353,ejecutado,,
132327190,canasta,,
132621100,ejecutado,,
132685613,ejecutado,,
132548198,brigada pesada,,
132683569,ejecutado,,
132592442,brigada pesada,,
132685098,brigada pesada,,
132573007,canasta,,
132574962,ejecutado,,
132617352,ejecutado,,
132586168,brigada pesada,,
132432690,ejecutado,,
131735170,ejecutado,,
132622494,ejecutado,,
131866549,ejecutado,,
132683645,brigada pesada,,
132591443,canasta,,
132578396,ejecutado,,
133681856,canasta,,
132617385,canasta,,
132686215,brigada pesada,,
132617742,ejecutado,,
132683161,primaria,,
132685192,brigada pesada,,
132686497,ejecutado,,
132585708,brigada pesada,,
132579088,brigada pesada,,
132572693,brigada pesada,,
132587035,ejecutado,,
132684983,ejecutado,,
132582426,ejecutado,,
132433250,ejecutado,,
132433871,ejecutado,,
132432978,ejecutado,,
132443884,canasta,,
132689328,canasta,,
132315757,ejecutado,,
132305081,ejecutado,,
132578151,ejecutado,,
132621285,brigada pesada,,
132573118,ejecutado,,
132585267,brigada pesada,,
132592157,ejecutado,,
132681856,canasta,,
132685267,ejecutado,,
132580170,canasta,,
132539861,ejecutado,,
132582309,ejecutado,,
132617372,ejecutado,,
132684484,ejecutado,,
132774657,especial,,
132759227,ejecutado,,
132690546,ejecutado,,
132765715,canasta,25/6/2025,
132586372,ejecutado,,
132759369,ejecutado,,
132772808,brigada pesada,,
132748694,brigada pesada,,
132774858,brigada pesada,,
131738486,canasta,,
132757596,ejecutado,,
132765098,especial,,
132689728,ejecutado,,
132306126,brigada pesada,,
132765214,brigada pesada,,
132682578,ejecutado,,
132190137,canasta,,
132746247,ejecutado,,
132751603,canasta,,
131959730,ejecutado,,
132691646,ejecutado,,
132766487,brigada pesada,,
132576499,ejecutado,,
132684197,ejecutado,,
132593591,ejecutado,,
132537352,ejecutado,,
132772366,ejecutado,,
132686285,ejecutado,,
132753952,brigada pesada,,
132721192,ejecutado,,
132759231,ejecutado,,
132749279,brigada pesada,,
132577424,brigada pesada,,
