OS,Casuistica,Fecha,Observacion
151440872,duplicidad,,
151441127,duplicidad,,
151441199,duplicidad,,
151427249,duplicidad,,
151439919,duplicidad,,
151440146,duplicidad,,
151440340,duplicidad,,
151440455,duplicidad,,
151440713,duplicidad,,
151440873,duplicidad,,
151441128,duplicidad,,
151441200,duplicidad,,
151435972,duplicidad,,
151436213,duplicidad,,
151436382,duplicidad,,
151436540,duplicidad,,
151436645,duplicidad,,
151436764,duplicidad,,
151436932,duplicidad,,
151437031,duplicidad,,
151437164,duplicidad,,
151437275,duplicidad,,
151437360,duplicidad,,
151437548,duplicidad,,
151437691,duplicidad,,
151437782,duplicidad,,
151437873,duplicidad,,
151311185,ejecutado,,
151305538,brigada pesada,,
151305327,ejecutado,,
151312641,canasta BT,,
151354870,no pertenece,,
151315597,no pertenece,,
151323367,no pertenece,,
151384885,no pertenece,,
151316607,no pertenece,,
151324284,no pertenece,,
151391734,no pertenece,,
151300848,canasta TET,,
151309870,ejecutado,,
151355123,ejecutado,,
151372070,ejecutado,,
151424007,no pertenece,,
151425096,no pertenece,,
151436122,no pertenece,,
151435238,no pertenece,,
151389449,no pertenece,,
151431865,no pertenece,,
151430385,no pertenece,,
151447880,canasta,,
151424913,canasta BT,,
151366707,canasta TET,,
151302783,ejecutado,27/2/2026,
150502467,canasta BT,,
151437737,ejecutado,,
150439648,canasta BT,,
150448431,canasta BT,,
151326058,canasta TET,,
151444950,no pertenece,,
151446565,no pertenece,,
151420675,ejecutado,,
151427262,ejecutado,,
151371279,brigada pesada,,
151430867,canasta TET,,
151431600,canasta TET,,
151426609,especial,,
150686223,no pertenece,,
151444704,canasta TET,,
151316250,brigada pesada,,
151432898,brigada pesada,,
151479545,no pertenece,,
151483907,no pertenece,,
151480045,no pertenece,,
151430897,no pertenece,,
151390245,no pertenece,,
151391780,no pertenece,,
151491810,no pertenece,,
151428772,no pertenece,,
151442991,no pertenece,,
151491227,no pertenece,,
151441246,no pertenece,,
151376990,no pertenece,,
151492497,no pertenece,,
151495084,no pertenece,,
151498612,no pertenece,,
151482265,no pertenece,,
151486420,no pertenece,,
151481743,no pertenece,,
150961408,brigada pesada,,
151428015,canasta BT,,
151517615,duplicidad,,
151517645,duplicidad,,
151517669,duplicidad,,
151517700,duplicidad,28/2/2026,
151517712,duplicidad,,
151517725,duplicidad,,
151517735,duplicidad,,
151517755,duplicidad,,
151517774,duplicidad,,
151517861,duplicidad,,
151518923,duplicidad,,
151517617,duplicidad,,
151517646,duplicidad,,
151517670,duplicidad,,
151517701,duplicidad,,
151517713,duplicidad,,
151517726,duplicidad,,
151517736,duplicidad,,
151517756,duplicidad,,
151517775,duplicidad,,
151517862,duplicidad,,
151518924,duplicidad,,
151484254,canasta BT,,
151502839,ejecutado,,
150502450,canasta BT,,
151441812,ejecutado,,
151486764,ejecutado,,
151509981,no pertenece,,
151489188,no pertenece,,
151490442,no pertenece,,
151513625,no pertenece,,
151493808,no pertenece,,
151490035,no pertenece,,
151450018,no pertenece,,
151547401,no pertenece,,
151546936,no pertenece,,
151547797,no pertenece,,
151546369,no pertenece,,
151381893,brigada pesada,,
151487725,ejecutado,,
151385573,canasta BT,,
151503710,ejecutado,,
151447094,ejecutado,,
151439955,ejecutado,,
151507955,ejecutado,,
151493757,ejecutado,,
151508150,ejecutado,,
151506829,ejecutado,,
151450261,ejecutado,,
151521961,canasta TET,,
151507210,canasta BT,,
151542249,canasta TET,,
151496746,canasta TET,1/3/2026,
150961882,canasta BT,,
151542069,no pertenece,2/3/2026,
151476917,ejecutado,,
151552894,ejecutado,,
151320944,ejecutado,,
151444949,ejecutado,,
151382330,ejecutado,,
151601890,no pertenece,,
151602513,no pertenece,,
151601143,no pertenece,,
151602780,no pertenece,,
151601747,no pertenece,,
151603217,no pertenece,,
151602813,no pertenece,,
151068128,multifamiliar,,
151586606,no pertenece,,
151595218,no pertenece,,
151607216,no pertenece,,
150502458,canasta BT,,
151240887,ejecutado,,
150502439,canasta BT,,
151547116,ejecutado,,
151450666,ejecutado,,
151587574,no pertenece,,
151547035,no pertenece,,
151611819,no pertenece,,
151602597,ejecutado,,
151540760,ejecutado,,
151371701,ejecutado,,
150502499,canasta BT,,
151608100,no pertenece,,
151614492,no pertenece,,
151614726,no pertenece,,
151557498,no pertenece,3/3/2026,
151588853,ejecutado,,
151592984,canasta TET,,
151609871,ejecutado,,
151564349,ejecutado,,
151600340,brigada pesada,,
151594795,brigada pesada,,
151308761,ejecutado,,
151595495,ejecutado,,
150439651,ya normalizado,,
151392244,ejecutado,,
151391926,ejecutado,,
151592203,brigada pesada,,
151484472,especial,,
151597626,canasta TET,,
151618953,brigada pesada,,
151625858,ejecutado,,
151625826,ejecutado,,
151625931,ejecutado,,
151625880,ejecutado,,
151625769,ejecutado,,
151567018,ejecutado,,
151625097,canasta TET,,
151651095,no pertenece,,
151650868,no pertenece,,
151653312,no pertenece,,
151653472,no pertenece,,
151651716,no pertenece,,
151559228,canasta,,
151619403,canasta,,
151444668,canasta BT,,
151629708,ejecutado,4/3/2026,
151655599,canasta TET,,
151665042,canasta y especial,,
151671101,canasta BT,,
151552007,ejecutado,,
151663785,no pertenece,,
151653868,no pertenece,,
151630281,no pertenece,,
151672055,no pertenece,,
151622875,no pertenece,,
150502456,canasta TET,,
151662738,ejecutado,,
151687643,especial,,
151687197,brigada pesada,,
151672031,canasta TET,,
151675443,especial,,
151652935,no pertenece,,
151669008,no pertenece,,
151428198,canasta TET,,
151386480,canasta TET,,
151646458,especial,,
151675223,ejecutado,,
151653733,ejecutado,,
150502515,canasta BT,,
151665570,ejecutado,,
151675987,no pertenece,,
151631468,canasta TET,,
151646394,ejecutado,,
151668040,ejecutado,,
151669863,no pertenece,,
151673495,no pertenece,,
151675578,brigada pesada,,
151646985,canasta TET,,
151667338,ejecutado,,
151659117,brigada pesada,,
151657011,ejecutado,,
151674833,ejecutado,,
151670417,no pertenece,,
151768346,no pertenece,,
151764681,no pertenece,,
151761924,no pertenece,,
151617973,canasta TET,,
151233933,canasta BT,,
151687246,ejecutado,,
151687739,canasta TET,,
151668606,brigada pesada,,
151632179,no pertenece,,
150502447,canasta,,
151770285,canasta BT,,
151694420,canasta BT,,
151770002,brigada pesada,5/3/2026,
151658728,especial,,
151694541,no pertenece,,
151745624,no pertenece,,
151757328,no pertenece,,
151675590,no pertenece,,
151666116,no pertenece,,
151498604,canasta BT,,
151769959,brigada pesada,,
150502454,canasta BT,,
150502457,canasta BT,,
151688696,ejecutado,,
151687546,ejecutado,,
151687964,ejecutado,,
151846830,no pertenece,,
151844851,no pertenece,,
151845097,no pertenece,,
151846651,no pertenece,,
151842202,no pertenece,,
151844082,no pertenece,,
151843419,no pertenece,,
151845122,no pertenece,,
151842541,no pertenece,,
151778543,no pertenece,,
151776675,no pertenece,,
151764929,no pertenece,,
151766596,no pertenece,,
151760587,no pertenece,,
151760552,no pertenece,,
151775417,no pertenece,,
151773683,no pertenece,,
151767402,no pertenece,,
151663375,ya normalizado,,
151663376,ya normalizado,,
151234275,canasta BT,,
150502494,multifamiliar,,
151779015,canasta BT,,
151765330,ejecutado,,
151848734,brigada pesada,,
151849600,brigada pesada,6/3/2026,
151844134,brigada pesada,,
151843801,brigada pesada,,
151770877,canasta BT,,
151773189,ejecutado,,
151854353,ejecutado,,
151790775,canasta TET,,
151769173,canasta BT,,
151778541,canasta BT,,
151689188,ejecutado,,
151767211,ejecutado,,
151850537,brigada pesada,,
151778377,ejecutado,cierre de escritorio,
151772203,canasta BT,cierre de escritorio,
151841497,brigada pesada,,
151844877,ejecutado,cierre de escritorio,
151774001,ejecutado,,
151770920,no pertenece,,
151848545,visita posterior,,
151848546,visita posterior,,
151659117,canasta TET,,
151778798,canasta TET,,
151863819,no pertenece,,
151859015,no pertenece,,
151861129,no pertenece,,
151864743,no pertenece,,
151861069,no pertenece,,
151922307,no pertenece,,
151771368,visita posterior,,
151771768,visita posterior,,
151848548,visita posterior,,
151775765,especial,,
151770878,visita posterior,,
151671447,visita posterior,,
151864738,ejecutado,,
151657055,brigada pesada,,
151946287,brigada pesada,,
151946666,no pertenece,7/3/2026,
151944786,no pertenece,,
151953581,no pertenece,,
151950099,no pertenece,,
151954964,no pertenece,,
151956019,no pertenece,,
151944064,no pertenece,,
151945026,no pertenece,,
151951829,no pertenece,,
151937549,canasta TET,,
151858234,canasta TET,,
151954468,canasta BT,,
151773270,especial,,
151773771,especial,,
151662251,brigada pesada,,
151949720,brigada pesada,,
151844460,no pertenece,,
151959839,especial,,
151939604,canasta BT,,
151972049,no pertenece,8/3/2026,
152045027,no pertenece,,
151973403,no pertenece,,
151963070,no pertenece,,
151861982,no pertenece,,
151962354,no pertenece,,
151950775,no pertenece,,
151937651,no pertenece,,
151950584,no pertenece,,
152046677,no pertenece,,
151937490,no pertenece,,
151960442,no pertenece,,
151860392,no pertenece,,
151969252,no pertenece,,
151965525,no pertenece,,
151972477,no pertenece,,
152046767,no pertenece,,
151967260,no pertenece,,
152045981,canasta TET,,
151954451,canasta BT,,
151943106,canasta BT,,
152045924,ejecutado,,
151963394,brigada pesada,,
151967704,canasta TET,,
151954419,ya normalizado,,
151954402,canasta BT,,
151954403,canasta BT,,
151939177,brigada pesada,,
151864701,ejecutado,,
151970355,canasta TET,,
151969432,no pertenece,,
151973795,brigada pesada,,
151973407,ejecutado,,
151946474,ejecutado,,
151970383,ejecutado,,
151946374,ejecutado,,
151767942,canasta BT,,
151860905,brigada pesada,,
151970988,ejecutado,,
151954847,canasta BT,,
151954476,canasta BT,,
151771371,canasta BT,,
151954421,especial,,
152048165,no pertenece,,
152050245,no pertenece,,
152112563,no pertenece,,
152118074,no pertenece,,
152048840,no pertenece,,
152113785,no pertenece,,
152053480,no pertenece,,
152115195,no pertenece,,
152047901,no pertenece,,
152110681,no pertenece,,
152117971,no pertenece,,
152121216,no pertenece,,
152119594,no pertenece,,
152117192,no pertenece,,
151968642,no pertenece,,
152116170,no pertenece,,
152112690,no pertenece,,
152048505,no pertenece,,
152111580,no pertenece,,
152050123,no pertenece,,
152046586,no pertenece,,
151973490,brigada pesada,,
151954425,canasta BT,,
151671449,canasta BT,,
151945428,brigada pesada,,
151770882,ya normalizado,,
151725919,especial,,
152121402,duplicidad,,
151963403,canasta,,
152049404,canasta,,
152049559,canasta,,
151954455,canasta BT,10/3/2026,
152119779,no pertenece,,
152118625,no pertenece,,
152118471,no pertenece,,
152047613,canasta BT,,
152126334,canasta TET,,
151440092,brigada pesada,,
151964458,canasta TET,,
152047345,ejecutado,,
151970216,ejecutado,,
151961218,ejecutado,,
151971753,especial,,
151956567,ejecutado,,
152046318,canasta BT,,
152118654,canasta TET,,
152119587,canasta TET,,
152119818,canasta TET,,
151954473,canasta BT,,
152113161,canasta TET,,
152113622,canasta TET,,
152045593,ejecutado,,
151954399,canasta BT,,
152114275,ejecutado,,
151767193,brigada pesada,,
152161720,no pertenece,,
152127797,no pertenece,,
152128675,no pertenece,,
151767815,especial,,
152115889,brigada pesada,,
152119768,no pertenece,,
151770554,no pertenece,,
152209225,no pertenece,,
152207668,no pertenece,,
152197228,no pertenece,11/3/2026,
152166839,no pertenece,,
152207315,no pertenece,,
152192119,no pertenece,,
152128806,no pertenece,,
152128496,canasta BT,,
152046857,canasta TET,,
152125359,canasta TET,,
152204068,no pertenece,,
152047389,canasta TET,,
152197992,brigada pesada,,
152191758,ejecutado,,
152208815,canasta TET,,
151954401,canasta BT,,
152190909,brigada pesada,,
152208599,ejecutado,,
152208781,ejecutado,,
152196108,no pertenece,,
151965397,ejecutado,,
152279320,no pertenece,,
152279435,no pertenece,,
152277395,no pertenece,,
152280227,no pertenece,,
152282936,no pertenece,,
152048064,no pertenece,,
152128614,canasta TET,,
152199244,canasta TET,,
152200603,ejecutado,,
152204057,canasta TET,,
152194813,brigada pesada,,
152208830,ejecutado,,
152210586,no pertenece,,
152199337,no pertenece,,
152204779,no pertenece,,
152200748,no pertenece,,
152200662,no pertenece,,
152203447,no pertenece,,
152200599,no pertenece,,
152210009,no pertenece,,
152192399,brigada pesada,,
152204720,ejecutado,,
152208848,ejecutado,,
152207945,ejecutado,,
152294361,duplicidad,,
152294422,duplicidad,,
152294508,duplicidad,,
152294546,duplicidad,12/3/2026,
152294559,duplicidad,,
152294577,duplicidad,,
152294592,duplicidad,,
152294620,duplicidad,,
152294643,duplicidad,,
152294685,duplicidad,,
152294709,duplicidad,,
152294730,duplicidad,,
152294757,duplicidad,,
152294768,duplicidad,,
152294779,duplicidad,,
152294310,duplicidad,,
152294360,duplicidad,,
152294421,duplicidad,,
152294507,duplicidad,,
152294545,duplicidad,,
152294558,duplicidad,,
152294591,duplicidad,,
152294619,duplicidad,,
152294642,duplicidad,,
152294684,duplicidad,,
152294708,duplicidad,,
152294729,duplicidad,,
152294756,duplicidad,,
152294767,duplicidad,,
152293319,duplicidad,,
152293421,duplicidad,,
152293841,duplicidad,,
152293915,duplicidad,,
152293968,duplicidad,,
152294016,duplicidad,,
152294117,duplicidad,,
152294177,duplicidad,,
152294253,duplicidad,,
152294309,duplicidad,,
152294359,duplicidad,,
152294420,duplicidad,,
152287367,ejecutado,,
152283250,ejecutado,,
152294839,canasta TET,,
152277644,ejecutado,,
152285407,ejecutado,,
152283570,canasta TET,,
152290306,canasta BT,,
152292719,canasta BT,,
152277871,ejecutado,,
152280983,ejecutado,,
152209189,ejecutado,,
152208494,ejecutado,,
152279859,ejecutado,,
152287527,brigada pesada,,
152196344,ejecutado,,
152196942,ejecutado,,
152294147,ejecutado,,
152291876,canasta BT,,
152277681,brigada pesada,,
152294199,brigada pesada,,
152292476,canasta TET,,
152285518,ejecutado,,
152316296,ejecutado,,
152291314,brigada pesada,,
152294142,especial,,
152210516,canasta BT,,
152394962,no pertenece,,
152292304,no pertenece,,
152395007,no pertenece,,
152396476,no pertenece,,
152391568,no pertenece,,
152398297,no pertenece,,
152398606,no pertenece,,
152394345,no pertenece,,
152396522,no pertenece,,
152398516,no pertenece,,
152282942,no pertenece,,
152288327,no pertenece,,
152393410,no pertenece,,
152398657,duplicidad,,
152398588,duplicidad,,
152398483,duplicidad,,
152398261,duplicidad,,
152398164,duplicidad,,
152394146,duplicidad,,
152393989,duplicidad,,
152393648,duplicidad,,
152393427,duplicidad,,
152393146,duplicidad,,
152392900,duplicidad,,
152392692,duplicidad,,
152392391,duplicidad,,
152392199,duplicidad,,
152391911,duplicidad,,
152399544,duplicidad,,
152399169,duplicidad,,
152398962,duplicidad,,
152398777,duplicidad,,
152398659,duplicidad,,
152398590,duplicidad,,
152398485,duplicidad,,
152398263,duplicidad,,
152398166,duplicidad,,
152394148,duplicidad,,
152393991,duplicidad,,
152394145,duplicidad,,
152393988,duplicidad,,
152393647,duplicidad,,
152393426,duplicidad,,
152393145,duplicidad,,
152392899,duplicidad,,
152392691,duplicidad,,
152392390,duplicidad,,
152392198,duplicidad,,
152391910,duplicidad,,
152391684,duplicidad,,
152391514,duplicidad,,
152391086,duplicidad,,
152390816,duplicidad,,
152390455,duplicidad,,
152394144,duplicidad,,
152393987,duplicidad,,
152393646,duplicidad,,
152393425,duplicidad,,
152393144,duplicidad,,
152392898,duplicidad,,
152392690,duplicidad,,
152392389,duplicidad,,
152392197,duplicidad,,
152391909,duplicidad,,
152391683,duplicidad,,
152391513,duplicidad,,
152391085,duplicidad,,
152390815,duplicidad,,
152390454,duplicidad,,
152399664,duplicidad,,
152399543,duplicidad,,
152399300,duplicidad,,
152399168,duplicidad,,
152398961,duplicidad,,
152398776,duplicidad,,
152398658,duplicidad,,
152398589,duplicidad,,
152398484,duplicidad,,
152398262,duplicidad,,
152398165,duplicidad,,
152394147,duplicidad,,
152393990,duplicidad,,
152393649,duplicidad,,
152393428,duplicidad,,
151972167,canasta TET,,
152393832,duplicidad,,
152399665,duplicidad,,
152400348,duplicidad,13/3/2026,
152400500,duplicidad,,
152400597,duplicidad,,
152400656,duplicidad,,
152400773,duplicidad,,
152400972,duplicidad,,
152401223,duplicidad,,
152401427,duplicidad,,
152401590,duplicidad,,
152387801,canasta,,
152389483,no pertenece,,
152386824,no pertenece,,
152386200,no pertenece,,
152387584,no pertenece,,
152209705,canasta BT,,
152195791,canasta BT,,
152400034,duplicidad,,
152399854,duplicidad,,
152295296,especial,,
152295466,especial,,
152385148,no pertenece,,
152283570,ejecutado,,
152287527,ejecutado,,
152387819,especial,,
151954460,canasta BT,,
152508541,no pertenece,,
152502147,no pertenece,,
152500380,no pertenece,,
152505104,no pertenece,,
152405689,no pertenece,,
152494476,no pertenece,,
152395770,no pertenece,,
152502804,no pertenece,,
152425279,no pertenece,,
152502344,no pertenece,,
152424678,no pertenece,,
152502951,no pertenece,,
152424768,no pertenece,,
152505462,no pertenece,,
152500321,no pertenece,,
152502272,no pertenece,,
152502106,no pertenece,,
152401153,no pertenece,,
152402660,no pertenece,,
152279686,canasta BT,,
152196663,canasta BT,,
152401495,canasta BT,,
152202939,especial,,
137214559,especial,,
152386518,no pertenece,,
152493377,no pertenece,,
152500059,no pertenece,,
152491915,no pertenece,,
152493457,no pertenece,14/3/2026,
152491202,no pertenece,,
152394896,no pertenece,,
152390802,no pertenece,,
152492131,no pertenece,,
152392143,brigada pesada,,
152390175,ya normalizado,,
152046857,ejecutado,,
152506469,ya normalizado,,
152394765,especial,,
152553441,no pertenece,,
152558453,no pertenece,,
152497116,especial,,
152510628,canasta BT,16/3/2026,
152514320,ejecutado,,
152505196,no pertenece,,
152541658,canasta TET,,
151954480,canasta BT,,
152205479,no pertenece,,
152541075,ejecutado,,
152387806,canasta TET,,
152278653,canasta TET,,
152510776,canasta TET,,
152510777,canasta TET,,
152721773,no pertenece,,
152649940,no pertenece,,
152643758,no pertenece,,
152502514,ejecutado,,
152724424,no pertenece,,
152723598,no pertenece,,
152722641,no pertenece,cierre de escritorio,
152738070,no pertenece,,
152651146,no pertenece,,
152722553,no pertenece,,
152729893,no pertenece,,
152736405,no pertenece,,
152727307,no pertenece,,
152727061,no pertenece,,
152722096,no pertenece,,
152732630,no pertenece,,
152557812,no pertenece,,
152544094,no pertenece,,
152288989,ejecutado,,
152536004,ejecutado,,
152724279,canasta TET,,
152556635,ejecutado,,
152643503,ejecutado,17/3/2026,
152732852,no pertenece,TET,
152552858,ejecutado,,
152559445,canasta BT,,
152644439,canasta TET,,
152643039,ejecutado,,
152541819,ejecutado,,
152543874,canasta TET,,
152843717,no pertenece,,
152733462,ejecutado,,
152733128,ejecutado,,
152723625,especial,,
152507772,canasta BT,,
152559109,canasta TET,,
152498145,brigada pesada,,
152558503,brigada pesada,,
152726146,canasta TET,,
152504958,brigada pesada,,
152729824,brigada pesada,,
152647047,ejecutado,,
152509998,canasta TET,,
152511944,no pertenece,,
152847156,ejecutado,,
152748342,ejecutado,,
152516739,canasta BT,,
152852888,brigada pesada,18/3/2026,
152866332,canasta BT,,
152867660,canasta BT,,
152749837,ejecutado,,
152860336,canasta TET,,
152721496,canasta TET,,
152971593,no pertenece,,
152971506,no pertenece,,
152974317,no pertenece,,
152973072,no pertenece,,
152967744,no pertenece,,
152970198,no pertenece,,
151954457,canasta BT,,
145143288,canasta TET,,
152747156,no pertenece,,
152774097,ejecutado,,
152852240,canasta TET,,
152735702,brigada pesada,,
152772129,brigada pesada,,
152773992,brigada pesada,,
152982755,no pertenece,,
152863978,no pertenece,,
152870634,no pertenece,,
152891635,no pertenece,,
152975908,no pertenece,,
152863537,no pertenece,,
152399843,brigada pesada,,
152507772,canasta BT,,
152990925,especial,,
152859077,especial,,
152859097,brigada pesada,,
152869140,brigada pesada,,
152869275,brigada pesada,,
152978183,canasta TET,,
152982236,brigada pesada,,
152647238,canasta BT,,
152728772,especial,,
152982268,especial,,
152509998,ejecutado,,
153016003,no pertenece,,
153089889,no pertenece,,
152990580,no pertenece,,
152982173,no pertenece,,
152994708,no pertenece,,
152991113,no pertenece,,
152857041,no pertenece,,
153086636,no pertenece,,
152980467,no pertenece,,
152854967,no pertenece,,
152859149,brigada pesada,,
152891800,canasta TET,,
152871633,ejecutado,,
151386166,ejecutado,,
152292304,ejecutado,,
152971813,canasta TET,,
152863284,brigada pesada,,
152732852,no pertenece,,
153086074,no pertenece,,
152993377,no pertenece,,
153093803,no pertenece,,
153088445,no pertenece,,
153097338,no pertenece,,
153105289,no pertenece,,
153098939,no pertenece,,
153089482,no pertenece,,
152991929,no pertenece,,
153096778,no pertenece,,
153096306,no pertenece,,
153089850,no pertenece,,
153093896,no pertenece,,
152993926,no pertenece,,
153093136,no pertenece,,
153088687,no pertenece,,
153100847,no pertenece,,
153092105,no pertenece,,
153090871,no pertenece,,
153101171,no pertenece,,
153099634,no pertenece,,
153085684,no pertenece,,
153086381,no pertenece,,
152987077,no pertenece,,
152990116,no pertenece,,
152989935,no pertenece,,
152987638,no pertenece,,
152969198,no pertenece,,
152858378,no pertenece,,
152989811,brigada pesada,,
152202939,canasta BT,,
153101177,duplicidad,,
153099125,brigada pesada,,
153098414,brigada pesada,,
153096971,brigada pesada,,
152989194,ejecutado,20/3/2026,
153102372,canasta TET,,
153108038,canasta BT,,
152992390,canasta BT,,
153108042,canasta BT,,
153108041,canasta BT,,
153108040,canasta BT,,
153108039,canasta BT,,
153093532,canasta TET,,
152869286,brigada pesada,,
152992379,canasta BT,,
152982413,ejecutado,,
152989355,brigada pesada,,
153100692,ejecutado,,
152985732,canasta TET,,
152992374,especial,,
152868561,canasta TET,,
153101105,ejecutado,,
153098683,brigada pesada,,
153108959,canasta BT,,
152982848,ejecutado,,
153098453,canasta BT,,
152985902,brigada pesada,,
152986434,ejecutado,,
152987989,ejecutado,,
152744060,ejecutado,,
152987079,ejecutado,,
152847966,ejecutado,,
152859101,ejecutado,,
152871051,ejecutado,,
151689405,no programar,,
153208173,no programar,,
153208580,no programar,,
153208842,no programar,,
153209152,no programar,,
153209482,no programar,,
153210108,no programar,,
153210380,no programar,,
153210713,no programar,,
153211153,no programar,,
153211475,no programar,,
153109526,no programar,,
153212082,no programar,,
153213493,no programar,,
153214010,no programar,,
153214270,no programar,,
153101175,duplicidad,,
153101207,duplicidad,,
153194366,no pertenece,,
153196979,no pertenece,,
153198793,no pertenece,,
153212272,no pertenece,21/3/2026,
153136098,no pertenece,,
153188662,no pertenece,,
153201297,no pertenece,,
153096346,no pertenece,,
153108746,no pertenece,,
153109361,no pertenece,,
153136650,no pertenece,,
153196595,no pertenece,,
153214703,no pertenece,,
153239945,no pertenece,,
152980690,brigada pesada,,
153201506,brigada pesada,,
153085882,brigada pesada,,
153212932,canasta BT,,
152743851,canasta BT,,
152992375,canasta BT,,
153105055,brigada pesada,,
153108044,canasta BT,,
153108045,canasta BT,,
153107816,no pertenece,,
153212907,canasta TET,,
152510772,canasta TET,,
153283967,no pertenece,,
153346002,no pertenece,,
153245528,no pertenece,,
153346421,no pertenece,24/3/2026,
153279953,no pertenece,,
153258143,no pertenece,,
153283987,no pertenece,,
153202064,no pertenece,,
153345265,no pertenece,,
153239235,no pertenece,,
153246687,no pertenece,,
153282434,no pertenece,,
153346684,no pertenece,,
153241354,no pertenece,,
153251936,no pertenece,,
153212921,canasta BT,,
153212919,canasta BT,,
152743849,canasta BT,,
153212906,canasta BT,,
153108028,canasta BT,,
152868575,canasta BT,,
153212931,no pertenece,,
152992377,canasta BT,,
152743846,canasta BT,,
153212917,canasta BT,,
152992405,especial,,
153253166,ejecutado,,
153243222,brigada pesada,,
153282048,ejecutado,,
153346095,brigada pesada,,
153249703,brigada pesada,,
153254112,especial,,
153093199,canasta BT,,
153346499,ejecutado,,
153257958,brigada pesada,,
153258508,no pertenece,,
153258203,brigada pesada,,
153237659,brigada pesada,,
153253418,ejecutado,,
153248764,brigada pesada,,
153246256,ejecutado,,
152498145,brigada pesada,,
153282653,brigada pesada,,
153248273,brigada pesada,,
153422904,canasta TET,,
153414266,no pertenece,,
153416263,no pertenece,,
153351622,no pertenece,Tutela,
153406276,no pertenece,,
153416271,no pertenece,,
153411228,no pertenece,,
153394865,no pertenece,,
153416813,no pertenece,,
153416097,no pertenece,,
153417018,no pertenece,,
153343678,no pertenece,,
153412363,no pertenece,,
153406277,no pertenece,,
153414722,no pertenece,,
153351180,no pertenece,,
153405259,no pertenece,,
153415074,no pertenece,,
153347351,no pertenece,,
153215900,canasta BT,,
153413638,brigada pesada,,
153406132,brigada pesada,,
153406325,brigada pesada,25/3/2026,
153424606,canasta BT,,
153279464,ejecutado,,
153424611,canasta BT,,
153424607,canasta BT,,
153424608,canasta BT,cierre de escritorio,
153424610,canasta BT,,
151766102,especial,,
153420647,ejecutado,,
153347083,ejecutado,,
153423463,brigada pesada,,
153417170,brigada pesada,,
153348084,ejecutado,,
153108060,canasta BT,,
153348684,brigada pesada,,
153212900,canasta BT,,
152743917,especial,,
152743847,canasta BT,,
153108061,especial,,
153416120,no pertenece,,
153423460,no pertenece,,
153411157,no pertenece,,
153410805,no pertenece,,
153410348,no pertenece,,
153415924,no pertenece,,
152992420,especial,,
153408703,ejecutado,,
152992406,canasta BT,,
153424602,canasta BT,,
153424593,canasta BT,,
153424598,canasta BT,,
153424595,canasta BT,,
153424591,canasta BT,,
153424695,canasta BT,,
153513214,censo de cargas,,
153416098,no pertenece,,
153284334,no pertenece,,
153510608,canasta BT,,
153424618,canasta BT,26/3/2026,
153509899,ejecutado,,
153519533,brigada pesada,,
153534901,no pertenece,,
153523503,no pertenece,,
153536457,no pertenece,,
153534714,no pertenece,,
153529349,no pertenece,,
153521732,no pertenece,,
153559139,no pertenece,,
153522959,no pertenece,,
153428939,no pertenece,,
153428977,ejecutado,,
153424600,canasta BT,,
153424601,canasta BT,,
153445213,brigada pesada,,
153424599,canasta BT,,
153424623,canasta BT,,
153529251,canasta BT,,
153527959,ejecutado,,
153517835,brigada pesada,,
153523041,ejecutado,,
153533524,brigada pesada,,
153534797,brigada pesada,,
153534056,brigada pesada,,
153421017,ejecutado,,
153520905,canasta TET,,
153428660,brigada pesada,,
153429208,ejecutado,,
153427017,canasta BT,,
153452974,especial,,
153516607,canasta TET,,
153568484,no pertenece,,
153566390,no pertenece,,
153568673,no pertenece,,
153584249,no pertenece,,
153572430,no pertenece,,
153574594,no pertenece,,
153574694,no pertenece,,
153563826,no pertenece,,
153568936,no pertenece,,
153569046,no pertenece,,
153578111,no pertenece,,
153579079,no pertenece,,
153584294,no pertenece,,
153583903,no pertenece,,
153582892,no pertenece,,
153563757,no pertenece,,
153563373,no pertenece,,
153584817,no pertenece,,
153254112,ejecutado,,
153529705,ya normalizado,,
153280756,no pertenece,,
153559279,especial,,
153520099,especial,,
153529706,ya normalizado,27/3/2026,
153427333,canasta BT,,
153428785,ejecutado,,
152992396,especial,,
153421337,ejecutado,,
153416107,ejecutado,,
153573517,brigada pesada,,
153559673,ejecutado,,
153424472,ejecutado,,
153349481,ejecutado,,
152201234,brigada pesada,,
153585995,brigada pesada,,
153586437,brigada pesada,,
153346684,ejecutado,,
153523229,canasta TET,,
153587645,canasta BT,,
153586997,brigada pesada,,
153578574,no pertenece,,
153572884,no pertenece,,
153579126,no pertenece,,
153586906,no pertenece,,
153570474,no pertenece,,
153571551,no pertenece,,
153572819,no pertenece,,
153570987,no pertenece,,
153519144,no pertenece,,
153517313,no pertenece,,
153525486,no pertenece,,
153636588,no pertenece,,
153635633,no pertenece,,
153620026,no pertenece,,
153591922,no pertenece,,
153589846,no pertenece,,
153578385,no pertenece,,
153574413,no pertenece,,
153585927,no pertenece,,
153529707,ya normalizado,,
153587643,canasta BT,,
153583530,brigada pesada,,
153652247,canasta TET,,
153656238,canasta TET,,
153657182,canasta TET,,
153651985,canasta TET,,
153587638,canasta TET,,
153587639,canasta TET,,
153587597,especial,,
153529227,canasta BT,28/3/2026,
153526561,canasta BT,,
